Geographic code,Geographic name,Geographic type,"Geographic name, Province or territory","Geographic code, Province or territory",Global non-response rate,Data quality flag,Household type,"Number of households, 2006","Number of households, 2016","Median household total income (2015 constant dollars), 2005","Median household total income (2015 constant dollars), 2015","Median household total income (2015 constant dollars), % change","Median household after-tax income (2015 constant dollars), 2005","Median household after-tax income (2015 constant dollars), 2015","Median household after-tax income (2015 constant dollars), % change"
3515,Peterborough,County,Ontario,35,4.6,0,    Households consisting of only one census family without additional persons,35360,35960,75429,80328,6.5,65292,70918,8.6
3515,Peterborough,County,Ontario,35,4.6,0,"      One couple, with or without children in their census family",30820,30960,81224,86114,6,69461,75493,8.7
3515,Peterborough,County,Ontario,35,4.6,0,"        One couple, without children in their census family",16475,17875,66098,73426,11.1,57097,65217,14.2
3515,Peterborough,County,Ontario,35,4.6,0,"        One couple, with children in their census family",14350,13080,98323,107524,9.4,83661,92645,10.7
3515,Peterborough,County,Ontario,35,4.6,0,      One lone-parent census family,4540,5000,43684,47334,8.4,40956,44605,8.9
3515,Peterborough,County,Ontario,35,4.6,0,    Other census-family households,2800,3425,91246,99474,9,81775,89873,9.9
3515,Peterborough,County,Ontario,35,4.6,0,  Non-census-family households,15415,18355,31894,34740,8.9,29016,31754,9.4
3516,Kawartha Lakes,Census division,Ontario,35,4.7,0,Total – Household type including census family structure,29500,31110,62681,67187,7.2,55418,59733,7.8
3516,Kawartha Lakes,Census division,Ontario,35,4.7,0,  Census-family households,22120,22570,76311,81569,6.9,65886,71898,9.1
3516,Kawartha Lakes,Census division,Ontario,35,4.7,0,    Households consisting of only one census family without additional persons,20565,20600,75513,79738,5.6,64906,70297,8.3
3516,Kawartha Lakes,Census division,Ontario,35,4.7,0,"      One couple, with or without children in their census family",18555,18370,78574,83794,6.6,67400,73560,9.1
3516,Kawartha Lakes,Census division,Ontario,35,4.7,0,"        One couple, without children in their census family",10285,11200,66132,71762,8.5,57554,63926,11.1
3516,Kawartha Lakes,Census division,Ontario,35,4.7,0,"        One couple, with children in their census family",8265,7175,94221,106407,12.9,79096,91400,15.6
3516,Kawartha Lakes,Census division,Ontario,35,4.7,0,      One lone-parent census family,2010,2230,46035,48754,5.9,42275,45901,8.6
3516,Kawartha Lakes,Census division,Ontario,35,4.7,0,    Other census-family households,1555,1975,93441,104243,11.6,79880,93412,16.9
3516,Kawartha Lakes,Census division,Ontario,35,4.7,0,  Non-census-family households,7380,8535,31184,34051,9.2,28356,31156,9.9
3518,Durham,Regional municipality,Ontario,35,3,0,Total – Household type including census family structure,194670,227905,89204,89834,0.7,74734,77398,3.6
3518,Durham,Regional municipality,Ontario,35,3,0,  Census-family households,154960,177455,101935,104860,2.9,85223,89652,5.2
3518,Durham,Regional municipality,Ontario,35,3,0,    Households consisting of only one census family without additional persons,138680,154750,99803,102062,2.3,83178,86983,4.6
3518,Durham,Regional municipality,Ontario,35,3,0,"      One couple, with or without children in their census family",120020,130780,107138,110318,3,88676,93315,5.2
3518,Durham,Regional municipality,Ontario,35,3,0,"        One couple, without children in their census family",43970,51430,86755,88389,1.9,72871,76127,4.5
3518,Durham,Regional municipality,Ontario,35,3,0,"        One couple, with children in their census family",76055,79355,118000,125752,6.6,97308,105728,8.7
3518,Durham,Regional municipality,Ontario,35,3,0,      One lone-parent census family,18660,23965,56261,62640,11.3,50074,56310,12.5
3518,Durham,Regional municipality,Ontario,35,3,0,    Other census-family households,16280,22710,120280,123835,3,103917,108774,4.7
3518,Durham,Regional municipality,Ontario,35,3,0,  Non-census-family households,39710,50450,44390,44340,-0.1,38305,39055,2
3519,York,Regional municipality,Ontario,35,2.4,0,Total – Household type including census family structure,275680,357085,96918,95776,-1.2,82078,82804,0.9
3519,York,Regional municipality,Ontario,35,2.4,0,  Census-family households,236490,297730,106729,108465,1.6,89932,93436,3.9
3519,York,Regional municipality,Ontario,35,2.4,0,    Households consisting of only one census family without additional persons,201785,250220,103641,104815,1.1,86835,89771,3.4
3519,York,Regional municipality,Ontario,35,2.4,0,"      One couple, with or without children in their census family",181025,220005,108862,111844,2.7,90901,95248,4.8
3519,York,Regional municipality,Ontario,35,2.4,0,"        One couple, without children in their census family",51720,71710,89628,86508,-3.5,75223,75084,-0.2
3519,York,Regional municipality,Ontario,35,2.4,0,"        One couple, with children in their census family",129300,148295,116909,124920,6.9,97775,105726,8.1
3519,York,Regional municipality,Ontario,35,2.4,0,      One lone-parent census family,20760,30215,60938,63144,3.6,54203,57063,5.3
3519,York,Regional municipality,Ontario,35,2.4,0,    Other census-family households,34710,47510,125828,126444,0.5,109598,112119,2.3
3519,York,Regional municipality,Ontario,35,2.4,0,  Non-census-family households,39190,59350,45098,43286,-4,38788,38380,-1.1
3520,Toronto,Census division,Ontario,35,3.8,0,Total – Household type including census family structure,979440,1112930,62506,65829,5.3,54700,58264,6.5
3520,Toronto,Census division,Ontario,35,3.8,0,  Census-family households,634875,684955,78998,85813,8.6,69240,76022,9.8
3520,Toronto,Census division,Ontario,35,3.8,0,    Households consisting of only one census family without additional persons,546070,592750,75622,82738,9.4,66095,72982,10.4
3520,Toronto,Census division,Ontario,35,3.8,0,"      One couple, with or without children in their census family",445080,478320,84396,93409,10.7,72717,81291,11.8
3520,Toronto,Census division,Ontario,35,3.8,0,"        One couple, without children in their census family",182995,212625,77380,84944,9.8,66343,73720,11.1
3520,Toronto,Census division,Ontario,35,3.8,0,"        One couple, with children in their census family",262080,265690,89811,100791,12.2,77940,87917,12.8
3520,Toronto,Census division,Ontario,35,3.8,0,      One lone-parent census family,100990,114435,45706,49162,7.6,42654,46256,8.4
3520,Toronto,Census division,Ontario,35,3.8,0,    Other census-family households,88805,92200,96440,102020,5.8,86814,92864,7
3520,Toronto,Census division,Ontario,35,3.8,0,  Non-census-family households,344565,427975,39299,41429,5.4,34733,37154,7
3521,Peel,Regional municipality,Ontario,35,2.5,0,Total – Household type including census family structure,359085,430180,85957,86233,0.3,73591,75667,2.8
3521,Peel,Regional municipality,Ontario,35,2.5,0,  Census-family households,298190,349820,95130,97359,2.3,81674,85261,4.4
3521,Peel,Regional municipality,Ontario,35,2.5,0,    Households consisting of only one census family without additional persons,246195,280445,90631,91879,1.4,77362,80088,3.5
3521,Peel,Regional municipality,Ontario,35,2.5,0,"      One couple, with or without children in their census family",213580,237500,96769,98833,2.1,82009,85456,4.2
3521,Peel,Regional municipality,Ontario,35,2.5,0,"        One couple, without children in their census family",61840,72805,84316,83018,-1.5,71170,72202,1.5
3521,Peel,Regional municipality,Ontario,35,2.5,0,"        One couple, with children in their census family",151735,164695,102171,106260,4,86762,91994,6
3521,Peel,Regional municipality,Ontario,35,2.5,0,      One lone-parent census family,32615,42940,57555,59729,3.8,51186,54565,6.6
3521,Peel,Regional municipality,Ontario,35,2.5,0,    Other census-family households,51995,69380,115043,118006,2.6,101588,105918,4.3
3521,Peel,Regional municipality,Ontario,35,2.5,0,  Non-census-family households,60890,80360,47292,45198,-4.4,40474,39778,-1.7
3522,Dufferin,County,Ontario,35,3.5,0,Total – Household type including census family structure,18760,21915,83791,89608,6.9,71003,77256,8.8
3522,Dufferin,County,Ontario,35,3.5,0,  Census-family households,15175,17240,94038,104187,10.8,78844,88742,12.6
3522,Dufferin,County,Ontario,35,3.5,0,    Households consisting of only one census family without additional persons,13785,15300,92002,101301,10.1,77115,86259,11.9
3522,Dufferin,County,Ontario,35,3.5,0,"      One couple, with or without children in their census family",12165,13350,97411,107553,10.4,81124,90839,12
3522,Dufferin,County,Ontario,35,3.5,0,"        One couple, without children in their census family",4750,5770,84255,88832,5.4,70611,76510,8.4
3522,Dufferin,County,Ontario,35,3.5,0,"        One couple, with children in their census family",7415,7575,106506,120987,13.6,88876,102250,15
3522,Dufferin,County,Ontario,35,3.5,0,      One lone-parent census family,1620,1950,57268,61995,8.3,50156,55595,10.8
3522,Dufferin,County,Ontario,35,3.5,0,    Other census-family households,1385,1945,117656,127602,8.5,100976,111663,10.6
3522,Dufferin,County,Ontario,35,3.5,0,  Non-census-family households,3595,4675,40665,41700,2.5,35151,36962,5.2
3523,Wellington,County,Ontario,35,3.8,0,Total – Household type including census family structure,74710,85285,78263,81347,3.9,66766,70728,5.9
3523,Wellington,County,Ontario,35,3.8,0,  Census-family households,55470,61090,93759,100162,6.8,79379,86237,8.6
3523,Wellington,County,Ontario,35,3.8,0,    Households consisting of only one census family without additional persons,51510,55775,91639,97770,6.7,77544,84137,8.5
3523,Wellington,County,Ontario,35,3.8,0,"      One couple, with or without children in their census family",45625,48955,97218,103762,6.7,81751,88715,8.5
3523,Wellington,County,Ontario,35,3.8,0,"        One couple, without children in their census family",19980,23060,80508,86568,7.5,68418,75209,9.9
3523,Wellington,County,Ontario,35,3.8,0,"        One couple, with children in their census family",25645,25895,110918,120603,8.7,92424,102146,10.5
3523,Wellington,County,Ontario,35,3.8,0,      One lone-parent census family,5880,6815,53542,57930,8.2,48140,52512,9.1
3523,Wellington,County,Ontario,35,3.8,0,    Other census-family households,3965,5325,116389,124902,7.3,100763,109742,8.9
3523,Wellington,County,Ontario,35,3.8,0,  Non-census-family households,19235,24190,40220,42500,5.7,35333,37705,6.7
3524,Halton,Regional municipality,Ontario,35,2.7,0,Total – Household type including census family structure,157065,192975,98827,103009,4.2,81684,87183,6.7
3524,Halton,Regional municipality,Ontario,35,2.7,0,  Census-family households,123420,151355,114136,120868,5.9,94229,101274,7.5
3524,Halton,Regional municipality,Ontario,35,2.7,0,    Households consisting of only one census family without additional persons,114300,137810,112647,118822,5.5,92553,99245,7.2
3524,Halton,Regional municipality,Ontario,35,2.7,0,"      One couple, with or without children in their census family",102155,121105,119112,126990,6.6,97347,105296,8.2
3524,Halton,Regional municipality,Ontario,35,2.7,0,"        One couple, without children in their census family",39980,45525,97055,101151,4.2,80230,85769,6.9
3524,Halton,Regional municipality,Ontario,35,2.7,0,"        One couple, with children in their census family",62175,75580,134117,143930,7.3,108928,118541,8.8
3524,Halton,Regional municipality,Ontario,35,2.7,0,      One lone-parent census family,12145,16705,64370,71027,10.3,55930,62656,12
3524,Halton,Regional municipality,Ontario,35,2.7,0,    Other census-family households,9120,13540,133721,139152,4.1,115314,120315,4.3
3524,Halton,Regional municipality,Ontario,35,2.7,0,  Non-census-family households,33650,41625,49824,50801,2,41889,43678,4.3
3525,Hamilton,Census division,Ontario,35,3.8,0,Total – Household type including census family structure,194455,211595,65443,69024,5.5,56878,61168,7.5
3525,Hamilton,Census division,Ontario,35,3.8,0,  Census-family households,137105,144380,83482,90138,8,71464,78857,10.3
3525,Hamilton,Census division,Ontario,35,3.8,0,    Households consisting of only one census family without additional persons,125465,130000,81416,88011,8.1,69891,76796,9.9
3525,Hamilton,Census division,Ontario,35,3.8,0,"      One couple, with or without children in their census family",105185,107535,89363,96677,8.2,75577,83503,10.5
3525,Hamilton,Census division,Ontario,35,3.8,0,"        One couple, without children in their census family",44290,48825,70267,78873,12.2,60928,69438,14
3525,Hamilton,Census division,Ontario,35,3.8,0,"        One couple, with children in their census family",60895,58715,104036,113791,9.4,87372,97193,11.2
3525,Hamilton,Census division,Ontario,35,3.8,0,      One lone-parent census family,20280,22465,45928,51220,11.5,42442,47886,12.8
3525,Hamilton,Census division,Ontario,35,3.8,0,    Other census-family households,11640,14375,104747,109083,4.1,91797,97681,6.4
3525,Hamilton,Census division,Ontario,35,3.8,0,  Non-census-family households,57350,67220,33417,35534,6.3,29964,32394,8.1
3526,Niagara,Regional municipality,Ontario,35,4,0,Total – Household type including census family structure,169510,183825,64476,65086,0.9,56244,58235,3.5
3526,Niagara,Regional municipality,Ontario,35,4,0,  Census-family households,120960,126370,80133,82810,3.3,69016,73248,6.1
3526,Niagara,Regional municipality,Ontario,35,4,0,    Households consisting of only one census family without additional persons,112670,115810,78576,81042,3.1,67604,71616,5.9
3526,Niagara,Regional municipality,Ontario,35,4,0,"      One couple, with or without children in their census family",96285,97675,84988,87965,3.5,72549,77036,6.2
3526,Niagara,Regional municipality,Ontario,35,4,0,"        One couple, without children in their census family",45965,51720,69911,73835,5.6,60716,65598,8
3526,Niagara,Regional municipality,Ontario,35,4,0,"        One couple, with children in their census family",50320,45950,100252,106901,6.6,84897,92346,8.8
3526,Niagara,Regional municipality,Ontario,35,4,0,      One lone-parent census family,16385,18135,45190,48629,7.6,42237,45721,8.2
3526,Niagara,Regional municipality,Ontario,35,4,0,    Other census-family households,8290,10560,99143,102137,3,87370,92570,6
3526,Niagara,Regional municipality,Ontario,35,4,0,  Non-census-family households,48550,57455,33418,34173,2.3,29894,31350,4.9
3528,Haldimand-Norfolk,Census division,Ontario,35,4.5,20000,Total – Household type including census family structure,40580,43560,67100,70686,5.3,58415,62692,7.3
3528,Haldimand-Norfolk,Census division,Ontario,35,4.5,20000,  Census-family households,31055,32050,79757,85229,6.9,68417,74915,9.5
3528,Haldimand-Norfolk,Census division,Ontario,35,4.5,20000,    Households consisting of only one census family without additional persons,29300,29830,77853,83677,7.5,67057,73485,9.6
